4.51108849107  51.7331537004
4.75304764768  69.7154796429
4.97388330152  59.9741967894
5.06734435755  68.1433105747
5.38146633612  71.4589089581
5.52492005828  73.1132829448
5.77712565681  94.3495535816
5.99995509686  86.2318178704
6.20872978259  73.2194642979
6.45137328267  45.5369579613
6.55406806733  16.2035028429
6.75719589537  0.00
7.47974107566  1.64980704679
8.72791818728  1.79024044939
9.95735825104  0.279725070217
10.939878226  0.365355193752
11.5729654513  8.56872102847
11.8281126949  39.5668257484
12.1707715617  101.549334369
12.2096743647  124.378325303
12.5741861245  152.122485329
12.7154220722  157.0239536
13.0079920023  150.522914621
13.5097230959  142.40517891
14.4692096407  108.228484004
14.8561308986  106.622062887
15.1414767015  98.4872011509
15.2577680206  93.6028589044
15.7835109332  93.6336857489
15.9053840221  87.1189459503
16.3300418856  87.1429223849
16.6389314303  90.4208435138
16.9557448185  88.8075719864
17.2157871319  82.2996825977
