Modulating Frequency (Hz)    Sync Coefficient 

50.416204    0.817590 
154.379041    0.895765 
251.765544    0.837134 
353.672930    0.778502 
453.529837    0.833876 
553.361704    0.827362 
658.585145    0.814332 
758.253149    0.768730 
865.797604    0.693811 
964.313246    0.596091 
1047.657871    0.498371 
1147.680396    0.429967 
1226.371479    0.482085 
1343.456239    0.465798 
1447.520550    0.521173 
1534.001138    0.371336 


Type: Oc; unit 88043-2;CF=5500 Hz;Th=22 dB SPL;SR=0   
