Modulating Frequency (Hz)    Sync Coefficient 

50.416204    0.521173 
151.840655    0.677524 
251.765544    0.736156 
353.672930    0.723127 
449.785789    0.693811 
548.793508    0.654723 
653.148293    0.664495 
745.785530    0.651466 
858.650140    0.589577 
948.457473    0.508143 
1039.009086    0.478827 
1157.233769    0.400651 
1226.371479    0.296417 
1343.456239    0.123779 
1423.719615    0.078176 
1534.001138    0.042345 


Type: Oc;unit 88043-2;CF= 5500Hz;Th=22 dB SPL;SR=0   
