Modulating Frequency (Hz)    Sync Coefficient 

50.883941    0.618590 
150.815643    0.621795 
250.701968    0.759615 
352.831298    0.439103 
454.907166    0.384615 
551.621110    0.304487 
651.542684    0.275641 
749.598593    0.221154 
854.888126    0.153846 
941.387299    0.144231 
1054.965168    0.070513 
1161.708509    0.125000 


Type: Cs; unit 88335-44; CF=18 kHz;Th=15 dB SPL;SR=0   
