Modulating Frequency (Hz)     Sync Coefficient 

218.385196    0.298413 
372.692500    0.306349 
478.413741    0.342857 
567.555484    0.360317 
650.117012    0.377778 
715.897062    0.385714 
838.199132    0.330159 
887.323737    0.284127 
943.451712    0.288889 
985.703997    0.198413 
1029.848541    0.171429 
1119.242920    0.093651 
1195.266140    0.146032 
1248.795881    0.065079 
1276.453146    0.022222 


Type:Ct;unit 88384-15;CF=10.8 kHz;Th= 10 dB SPL; SR=0   
