-75.1358479413  2.05761316872
-62.9834254144  0
-56.0750744606  2.05761316872
-51.646090535  10.2880658436
-49.424777755  20.5761316872
-46.653252393  28.8065843621
-43.5827478799  57.6131687243
-42.7585658095  53.4979423868
-40.2382738785  84.3621399177
-38.0124138872  98.7654320988
-36.0855330469  92.5925925926
-33.556146693  131.687242798
-31.3257394903  150.205761317
-28.8259100107  162.551440329
-25.8167928518  135.802469136
-23.570470409  168.724279835
-19.1323920606  185.185185185
-14.6920401064  203.703703704
-12.7856217175  179.012345679
-11.3521133165  226.33744856
