0	2.760
2.5	2.560
5	3.680
7.5	4.920
10	6.680
12.5	9.080
15	10.280
17.5	11.720
20	12.760
22.5	13.040
25	13.520
27.5	13.400
30	13.640
32.5	14.000
35	13.640
37.5	13.600
40	14.120
42.5	14.080
45	14.000
47.5	14.200
50	14.080
52.5	13.480
55	13.960
57.5	14.520
60	13.920
62.5	14.200
65	13.960
67.5	13.960
70	13.880
72.5	14.240
75	14.880
77.5	14.360
80	14.320
82.5	14.360
85	13.640
87.5	14.080
90	14.200
