# HSR ANF raster plot
0 0 0     21.400
0 0 0     52.040
0 0 0     54.760
0 1 1     13.340
0 1 1     27.260
0 1 1     36.800
0 1 1     42.900
0 1 1     69.440
0 1 1     74.900
0 1 1     79.840
0 2 2     32.560
0 3 3     15.280
0 3 3     25.840
0 3 3     34.180
0 3 3     53.260
0 3 3     72.540
0 4 4     59.680
0 5 5     77.520
0 6 6      7.060
0 7 7     47.100
0 7 7     50.460
0 7 7     68.020
0 9 9     10.400
0 9 9     15.080
0 9 9     21.080
0 9 9     34.860
0 9 9     52.300
0 9 9     69.480
0 10 10      1.840
0 10 10     25.000
0 10 10     55.120
0 10 10     76.820
0 11 11     23.680
0 11 11     26.780
0 11 11     31.820
0 11 11     41.060
0 11 11     47.440
0 12 12     17.160
0 12 12     32.620
0 13 13     56.540
0 13 13     68.780
0 15 15      2.020
0 15 15     11.780
0 15 15     54.220
0 15 15     57.380
0 15 15     76.720
0 16 16     45.080
0 16 16     57.300
0 16 16     77.780
0 17 17     17.400
0 17 17     72.480
0 18 18      3.020
0 18 18     25.120
0 18 18     28.480
0 18 18     49.780
0 18 18     75.460
0 18 18     76.480
0 19 19     24.860
0 19 19     26.340
0 19 19     27.260
0 19 19     33.240
0 19 19     38.780
1 0 20      9.400
1 0 20     48.860
1 0 20     60.040
1 1 21      2.460
1 1 21     10.220
1 1 21     14.900
1 1 21     39.600
1 1 21     67.160
1 2 22     41.780
1 3 23      8.860
1 3 23     29.520
1 3 23     34.120
1 3 23     67.040
1 4 24     14.340
1 4 24     22.340
1 4 24     63.060
1 5 25     69.720
1 6 26      9.440
1 6 26     11.800
1 6 26     32.980
1 6 26     57.360
1 6 26     62.420
1 6 26     64.120
1 7 27      8.020
1 7 27     25.140
1 7 27     35.320
1 7 27     68.500
1 7 27     72.420
1 8 28      5.900
1 8 28      8.700
1 9 29      0.600
1 9 29     19.840
1 9 29     49.260
1 9 29     60.400
1 10 30     24.840
1 10 30     26.940
1 10 30     49.720
1 10 30     67.660
1 11 31     21.080
1 11 31     45.680
1 11 31     60.500
1 11 31     66.600
1 11 31     78.560
1 12 32     21.320
1 12 32     54.860
1 12 32     68.740
1 12 32     77.400
1 13 33     39.640
1 13 33     48.180
1 14 34     12.420
1 14 34     14.980
1 14 34     41.200
1 15 35     15.020
1 15 35     21.480
1 15 35     54.560
1 15 35     56.440
1 16 36     16.600
1 16 36     47.320
1 16 36     61.760
1 16 36     74.620
1 17 37     41.580
1 17 37     43.780
1 17 37     48.980
1 18 38      3.820
1 18 38     61.760
