0.687614484994  6
15.5896857827  15
25.6220938425  10.5
30.390305763  10.5
35.7108637452  13.5
40.5354375088  21
45.9010849655  30
50.8045653093  48
55.1444272228  61.5
61.0624207412  73.5
65.3459208116  79.5
71.4329998591  114
75.817951247  133.5
81.690855291  139.5
86.3688882626  127.5
