# TStellate3_CT2 Optimisation
# 20130903+13:30:22
 
#param.w.x[lsr][ts] = 0.0014116	[1e-07,0.3]
#param.w.x[hsr][ts] = 0.001099	[1e-07,0.3]
#param.w.x[ds][ts] = 0.00041157	[1e-07,0.3]
#param.w.x[tv][ts] = 0.00015319	[1e-07,0.3]
#param.w.x[glg][ts] = 0.00038271	[1e-07,0.3]
# final error=128.645184
# Threshold level 20 
# Threshold rate 0 
# TS exemplar RMP -60.9
# TS exemplar CF 9100
# CV RMS errors:	
# Penalties :	
# IV RMS errors:	
# IV Penalties :	
# Final Error  128.645   128.645
# Time	 IV @spl=20 (mV)	 IV @spl=30 (mV)	 IV @spl=40 (mV)
-50.00	-65.000000	-65.000000	-65.000000
-49.90	-64.869248	-64.869248	-64.869248
-49.80	-64.745181	-64.745181	-64.745181
-49.70	-64.627368	-64.627368	-64.627368
-49.60	-64.515507	-64.515507	-64.515507
-49.50	-64.409324	-64.409324	-64.409324
-49.40	-64.308557	-64.308557	-64.308557
-49.30	-64.212957	-64.212957	-64.212957
-49.20	-64.122281	-64.122281	-64.122281
-49.10	-64.036293	-64.036293	-64.036293
-49.00	-63.954716	-63.954716	-63.954716
-48.90	-63.877337	-63.877337	-63.877337
-48.80	-63.803956	-63.803956	-63.803956
-48.70	-63.734384	-63.734384	-63.734384
-48.60	-63.668439	-63.668439	-63.668439
-48.50	-63.605948	-63.605948	-63.606706
-48.40	-63.546743	-63.546743	-63.548873
-48.30	-63.490665	-63.490665	-63.494649
-48.20	-63.437561	-63.437561	-63.443767
-48.10	-63.387285	-63.387285	-63.395978
-48.00	-63.339696	-63.339696	-63.351057
-47.90	-63.294636	-63.294636	-63.308775
-47.80	-63.251959	-63.251959	-63.268927
-47.70	-63.211544	-63.211544	-63.231342
-47.60	-63.173277	-63.173277	-63.195867
-47.50	-63.137050	-63.137050	-63.162364
-47.40	-63.102759	-63.102759	-63.130708
-47.30	-63.070307	-63.070307	-63.100782
-47.20	-63.039599	-63.039599	-63.072480
-47.10	-63.010547	-63.010547	-63.045707
-47.00	-62.983064	-62.983064	-63.020371
-46.90	-62.932172	-62.957069	-62.971492
-46.80	-62.877623	-62.920043	-62.931266
-46.70	-62.821325	-62.863991	-62.873035
-46.60	-62.752023	-62.770098	-62.802867
-46.50	-62.686537	-62.662892	-62.725322
-46.40	-62.599198	-62.584544	-62.655723
-46.30	-62.484943	-62.490917	-62.580486
-46.20	-62.341058	-62.387247	-62.501788
-46.10	-62.201479	-62.289822	-62.397415
-46.00	-62.030725	-62.148101	-62.312153
-45.90	-61.815099	-61.972780	-62.229031
-45.80	-61.591635	-61.754226	-62.087086
-45.70	-61.364453	-61.568514	-61.942600
-45.60	-61.161919	-61.335588	-61.809777
-45.50	-60.978014	-61.045010	-61.698790
-45.40	-60.774052	-60.754330	-61.557027
-45.30	-60.569845	-60.448713	-61.418180
-45.20	-60.349850	-60.127485	-61.258120
-45.10	-60.140565	-59.820047	-61.022834
-45.00	-59.942790	-59.522227	-60.733892
-44.90	-59.627813	-59.261274	-60.424162
-44.80	-59.293465	-59.020088	-60.126540
-44.70	-59.161554	-58.681925	-59.882624
-44.60	-59.118165	-58.337471	-59.663807
-44.50	-59.240768	-57.865145	-59.455700
-44.40	-59.359894	-57.124116	-59.210221
-44.30	-59.390796	-56.661232	-58.956794
-44.20	-59.300514	-55.974089	-58.692729
-44.10	-59.152346	-55.486415	-58.393106
