#CS unit (01-859-013) CF=3.9 kHz
#25  dB (AP threshold);30dB is the average CS value
20    2.04     -57.5	-59.54
30    1.6      -60.9	-61.5     
40    2.57     -60.18	-62.75  
50    4.85     -58.49	-63.34  






