# Tstellate cell raster plot
0 0 0      4.800
0 0 0     47.800
0 0 0     57.700
0 0 0     64.100
0 0 0     77.700
1 0 1     26.000
1 0 1     39.500
1 0 1     51.800
1 0 1     57.500
1 0 1     62.200
1 0 1     67.700
2 0 2     49.500
3 0 3     14.000
3 0 3     40.300
4 0 4      3.100
4 0 4     34.300
4 0 4     45.300
5 0 5     15.200
5 0 5     75.900
6 0 6     13.700
6 0 6     19.400
6 0 6     30.700
7 0 7      5.300
7 0 7     31.000
7 0 7     64.500
8 0 8     21.800
8 0 8     41.500
9 0 9     42.600
9 0 9     79.400
10 0 10     52.300
10 0 10     70.500
11 0 11     57.600
12 0 12     34.900
13 0 13      4.200
13 0 13     35.500
14 0 14     42.700
14 0 14     72.700
16 0 16     10.400
16 0 16     33.100
16 0 16     57.800
16 0 16     62.900
16 0 16     71.600
18 0 18     27.300
18 0 18     58.600
19 0 19     15.200
19 0 19     72.200
20 0 20     19.800
23 0 23     29.800
23 0 23     55.800
23 0 23     73.500
24 0 24     50.900
25 0 25     39.600
25 0 25     50.300
25 0 25     59.200
25 0 25     64.400
26 0 26     12.200
26 0 26     42.500
27 0 27     23.400
27 0 27     54.500
28 0 28     23.500
28 0 28     56.300
28 0 28     71.300
29 0 29     11.300
29 0 29     38.200
29 0 29     66.100
30 0 30      5.900
30 0 30     14.000
30 0 30     28.400
30 0 30     43.600
30 0 30     53.000
30 0 30     79.200
31 0 31     39.500
31 0 31     79.700
32 0 32     56.800
33 0 33      5.800
33 0 33     22.500
33 0 33     61.600
34 0 34     31.500
35 0 35     12.800
35 0 35     16.900
35 0 35     24.200
35 0 35     37.300
36 0 36     14.300
36 0 36     23.900
36 0 36     51.100
36 0 36     69.200
38 0 38     38.200
39 0 39     37.400
39 0 39     44.100
40 0 40      7.100
40 0 40     15.200
40 0 40     34.000
40 0 40     39.800
40 0 40     47.100
40 0 40     62.500
40 0 40     75.100
41 0 41     10.000
41 0 41     27.400
41 0 41     32.400
41 0 41     41.200
41 0 41     45.300
41 0 41     56.000
41 0 41     62.300
42 0 42     17.000
42 0 42     26.300
42 0 42     30.600
42 0 42     36.800
42 0 42     41.400
42 0 42     47.600
42 0 42     53.800
42 0 42     59.100
42 0 42     65.100
42 0 42     68.800
42 0 42     73.000
42 0 42     77.000
43 0 43      6.100
43 0 43     25.400
43 0 43     28.700
43 0 43     33.300
43 0 43     36.400
43 0 43     40.500
43 0 43     46.800
43 0 43     50.700
43 0 43     53.700
43 0 43     57.200
43 0 43     62.800
43 0 43     66.000
43 0 43     70.900
44 0 44     19.900
44 0 44     26.000
44 0 44     28.900
44 0 44     31.400
44 0 44     35.800
44 0 44     38.100
44 0 44     41.300
44 0 44     46.400
44 0 44     51.700
44 0 44     54.500
44 0 44     59.600
44 0 44     62.900
44 0 44     66.400
44 0 44     72.600
45 0 45     25.600
45 0 45     28.600
45 0 45     31.800
45 0 45     35.200
45 0 45     38.600
45 0 45     41.900
45 0 45     46.000
45 0 45     48.900
45 0 45     51.800
45 0 45     57.000
45 0 45     60.700
45 0 45     65.400
45 0 45     69.000
45 0 45     72.400
45 0 45     75.100
46 0 46      6.700
46 0 46     16.200
46 0 46     25.500
46 0 46     30.100
46 0 46     32.700
46 0 46     35.400
46 0 46     39.100
46 0 46     44.800
46 0 46     48.800
46 0 46     51.900
46 0 46     56.000
46 0 46     60.800
46 0 46     64.000
46 0 46     68.500
46 0 46     74.300
47 0 47     25.300
47 0 47     30.600
47 0 47     36.600
47 0 47     40.200
47 0 47     43.600
47 0 47     47.800
47 0 47     52.000
47 0 47     57.100
47 0 47     62.200
47 0 47     68.200
47 0 47     71.400
47 0 47     75.800
48 0 48      5.700
48 0 48     11.500
48 0 48     25.200
48 0 48     28.800
48 0 48     32.000
48 0 48     38.300
48 0 48     44.100
48 0 48     46.800
48 0 48     50.700
48 0 48     53.400
48 0 48     56.400
48 0 48     61.800
48 0 48     65.300
48 0 48     67.900
48 0 48     71.500
48 0 48     74.400
49 0 49     25.100
49 0 49     27.500
49 0 49     31.500
49 0 49     34.900
49 0 49     44.000
49 0 49     46.900
49 0 49     50.600
49 0 49     53.100
49 0 49     55.800
49 0 49     61.700
49 0 49     65.900
49 0 49     69.600
49 0 49     72.900
50 0 50     23.100
50 0 50     25.200
50 0 50     28.100
50 0 50     32.600
50 0 50     34.900
50 0 50     38.500
50 0 50     44.100
50 0 50     48.000
50 0 50     51.900
50 0 50     57.100
50 0 50     60.200
50 0 50     65.700
50 0 50     69.700
50 0 50     73.500
51 0 51     20.900
51 0 51     25.200
51 0 51     28.300
51 0 51     32.100
51 0 51     35.300
51 0 51     39.000
51 0 51     42.400
51 0 51     47.100
51 0 51     49.600
51 0 51     53.400
51 0 51     56.700
51 0 51     63.100
51 0 51     66.400
51 0 51     70.400
51 0 51     74.900
52 0 52     18.100
52 0 52     25.100
52 0 52     28.000
52 0 52     31.700
52 0 52     35.600
52 0 52     40.200
52 0 52     43.500
52 0 52     47.300
52 0 52     50.200
52 0 52     55.200
52 0 52     57.600
52 0 52     62.500
52 0 52     65.000
52 0 52     68.700
52 0 52     71.900
52 0 52     75.100
53 0 53     12.700
53 0 53     25.100
53 0 53     27.700
53 0 53     31.400
53 0 53     34.800
53 0 53     37.500
53 0 53     41.100
53 0 53     44.600
53 0 53     48.100
53 0 53     52.400
53 0 53     55.700
53 0 53     58.300
53 0 53     61.200
53 0 53     64.700
53 0 53     69.300
53 0 53     73.800
54 0 54     25.000
54 0 54     28.400
54 0 54     31.200
54 0 54     35.800
54 0 54     38.800
54 0 54     43.200
54 0 54     46.700
54 0 54     49.200
54 0 54     55.100
54 0 54     58.100
54 0 54     61.900
54 0 54     64.800
54 0 54     68.700
54 0 54     73.100
55 0 55      6.200
55 0 55     14.100
55 0 55     25.100
55 0 55     27.500
55 0 55     30.700
55 0 55     33.600
55 0 55     37.300
55 0 55     40.200
55 0 55     42.900
55 0 55     46.300
55 0 55     49.400
55 0 55     52.400
55 0 55     57.200
55 0 55     60.000
55 0 55     65.700
55 0 55     68.200
55 0 55     72.300
56 0 56     18.700
56 0 56     25.000
56 0 56     28.100
56 0 56     30.900
56 0 56     33.600
56 0 56     36.800
56 0 56     41.200
56 0 56     45.300
56 0 56     49.300
56 0 56     53.400
56 0 56     56.200
56 0 56     60.000
56 0 56     64.100
56 0 56     67.000
56 0 56     69.500
56 0 56     73.900
57 0 57      9.000
57 0 57     25.000
57 0 57     28.800
57 0 57     30.800
57 0 57     33.900
57 0 57     37.400
57 0 57     40.400
57 0 57     43.200
57 0 57     45.800
57 0 57     49.100
57 0 57     53.900
57 0 57     59.500
57 0 57     63.500
57 0 57     66.600
57 0 57     69.900
57 0 57     74.500
58 0 58     25.000
58 0 58     27.900
58 0 58     32.500
58 0 58     36.200
58 0 58     40.700
58 0 58     43.700
58 0 58     46.500
58 0 58     49.700
58 0 58     53.000
58 0 58     55.600
58 0 58     58.400
58 0 58     62.700
58 0 58     66.600
58 0 58     69.700
